File_Path,Kirundi_Transcription,French_Translation,English_Translation,Domain,Machine_Suggestion,Source,Duration,Speaker_id,Age,Gender,word_count,char_count
,Ukoze mu cibo ntabura imihigo.,,,proverbs,"Si vous travaillez dans le secteur alimentaire, vous ne manquez pas de promesses.",,,,,,5,30
,Uku kwezi twaraye turangije kwaranzwe nogusubira kuzirikanaku rurimi rw’Ikirundi.,,,general,Ce mois que nous avons passé la nuit dernière a été marqué par une réflexion sur la langue kurde.,,,,,,9,81
,Ukuba ahabona siko kubonwa.,,,proverbs,"S’ils ne le voient pas, cela sera vu.",,,,,,4,27
,"Ukuba ata ndero yo ku ziko ikihari, ni bimwe bituma urwo rwaruka rutahura ukutari ko ibijanye n’imico n’imigenzo y’ikirundi.",,,general,"Rien sur les îles, c'est à la jeunesse de comprendre la vérité et non pas la culture et les coutumes du Kirundi.",,,,,,19,124
,Ukubarira akubesha agira ngo Naguhereye imbwa umuziha irawanka.,,,proverbs,Vous compter des mensonges en disant que le chien que vous lui donnez vous déteste.,,,,,,8,63
,Ukubarira akubesha agira ngo wopfa twojana.,,,proverbs,En t'entendant aller mourir.,,,,,,6,43
,"Ukubaza gutera ukumenya Mbega da, ko mbona umuntu afise amaso abiri.",,,general,"J'ai envie de savoir comment je suis, que je pense que quelqu'un a deux yeux.",,,,,,11,68
,Ukubitira imbwa gusutama arazimara.,,,proverbs,"Quand un chien tousse, il s'arrête.",,,,,,4,35
,"Ukugwa ni ukuruhuka,ugutsitara ni ukwigira imbere,niterere ni kwo kugenda.",,,proverbs,"la chute c'est se reposer, le vol c'est avancer, je le fais avancer.",,,,,,9,74
,Ukujana n’iterambere rero tudataye imico n’imigenzo bizigama akaranga k’igihugu cacu vyodufasha gushika kw’iterambere rirama.,,,general,Aller de l’avant sur la voie du développement sans abandonner la culture et les traditions qui sauvent l’identité de notre pays nous aidera à parvenir au développement durable.,,,,,,14,125
,"Ukumenya gusoma ni ikindi Ejobundi, navuye kw’ishure, nsanga data aritsa imitima. Nanje birantera ubwoba kuko nabona ata co yavuga,",,,general,"La connaissance de la lecture est une autre. Hier, j'ai quitté l'école et j'ai découvert que mon père en avait été exclu. Je m'ai fait peur parce que je n'ai rien vu,",,,,,,19,131
,"Ukumva umumenyeshamakuru ariko araremesha ikiganiro, avuga avanga indimi, akava mu Kirundi, akaja mu Gifaransa, akaja mu Giswahili.",,,general,"A la recherche du journaliste on encourage la discussion, parlant des langues, et vient du Kirundi et va au Griswahili.",,,,,,17,131
,Ukunda amagara ntuyaheza.,,,proverbs,"Vous aimez la santé, vous ne la finissez pas.",,,,,,3,25
,Ukunda ikitagukunda ikaba ari nk'imvura igwa mw'ihamba.,,,proverbs,Vous aimez ce qui ne vous aime pas et c'est comme un arc-en-ciel.,,,,,,7,55
,"Ukunyuruza amafaranga y’igihugu, kurya ibiturire, gutoza amafaranga ku nguvu n’ugusesagura itunga ry’igihugu birahanwa hakurikijwe amategeko.",,,general,"Le détournement des fonds nationaux, l'extorsion, l'extorsion et le gaspillage de la richesse nationale sont punis par la loi.",,,,,,15,141
,"Ukura umusore ku rugo amutuma,amutuma ifuni y'umuherwa.",,,proverbs,Il prend un jeune homme de chez lui et l'envoie chez un homme riche.,,,,,,7,55
,Ukuri kuganza icaha.,,,proverbs,La vérité règne sur le péché.,,,,,,3,20
,Ukuri ntikubuza kuvumba.,,,proverbs,La vérité ne vous arrête pas.,,,,,,3,24
,Ukuri ntikuvuga uwukuze kuvuga uwukuzi.,,,proverbs,La vérité n’est pas celle de savoir qui est vieux mais celle de savoir qui sait.,,,,,,5,39
,Ukurungikira ikindi gihugu umuntu kugira kimukurikirane bishoboka gusa igihe Ibwirizwa ribirekura.,,,general,Fuir une personne vers un autre pays pour y être suivie n'est possible que lorsque la loi le permet.,,,,,,11,98
,Ukurya we ntabura ingene akurya.,,,proverbs,La viande n'est pas une façon de manger.,,,,,,5,32
,Ukuvuga menshi si kwo kuyamara.,,,proverbs,Il ne faut pas parier à plusieurs.,,,,,,5,31
,Ukwabirana gushoboka iyo abashaka kwabirana bavyiyemereye ata gahato.,,,general,La réconciliation est possible lorsque ceux qui veulent rendre la pareille l’acceptent sans contrainte.,,,,,,8,69
,"Ukwezi kwa gatandatu ni Ruheshi, Ukwezi kwa kabiri ni Ruhuhuma ariko bita kandi Kabozambuto ni ukwezi kw’imvura nyinshi irimwo umuyaga ikagwa ihuhuma",,,general,"Le sixième mois est Ruheshi, le deuxième mois est Ruhuhuma mais il est aussi appelé Kabozambuto qui est le mois des fortes pluies avec du vent et de la pluie.",,,,,,22,149
,Ukwiha kuraruta waramfuvye.,,,proverbs,Donnez-vous plus que ce que vous méritez.,,,,,,3,27
,Ukwihuta kw'imende kwayihushishije umwobo igwa mu ruriba.,,,proverbs,La montée de la lune ouvrit un trou et tomba dans le puits.,,,,,,7,57
,Ukwo imvura ikuvye si kwo itwara.,,,proverbs,Ce n'est pas la pluie qui porte.,,,,,,6,33
,"Ukwokunena Ikirundi mu mashure ni vyo bica bituma Ikirundi kidatera imbere, ntihabe hakibaho n’ugutorera amajambo y’Ikirundi ibintu bishasha bigezweho.",,,general,"Le lien anglais dans les écoles est ce qui empêche le Kirundi de se développer, et il n'y a personne pour sélectionner les choses fabriquées en Kirundi.",,,,,,19,151
,"Umaze kuba uwo Murundi rero, uzokunda Uburundi, kuko uzoba ubuzi wisunze ico kirundi.",,,general,"Une fois que vous serez burundais, vous aimerez le Burundi, car vous vous connaîtrez grâce à ce Kirundi.",,,,,,13,85
,"Umubiri wiwe ntukiboneka, amaguru asigaye ari urugaragamba gusa. Inzara zo yifitiye zotema umuntu akarima.",,,general,"Son corps n'est plus visible, il ne reste que ses jambes. La faim de soi abat un homme.",,,,,,14,106
,Umubumvyi arira ku rujo.,,,proverbs,Le potier a mangé le potier.,,,,,,4,24
,Umuburancuti aherekeza muramu wa muramuwe.,,,proverbs,Un ami accompagne un beau-frère.,,,,,,5,42
,"Umucungwe : Jewe mucungwe ndakundwa. Si umukuru, si umuto, bose baranyirukira. Umucuko ahozwa n’agacungwe. Iyo neze ndahimbara",,,general,"Fer : je suis aimé. Ce n’est pas un chef, ce n’est pas un plus jeune, ils me secouent tous. Light était satisfait du signal. Si je célèbre",,,,,,17,126
,Umudasigana w’ukuri ni uwukorera neza igihugu ciwe. Arasasagaza amahoro akayivuga aho ari hose.,,,general,Le vrai guerrier est une bonne œuvre pour son pays. Il répand la paix de la paix.,,,,,,13,95
,Umufa w'imbwebwe unyobwa ugishushe.,,,proverbs,Le renard mort se boit chaud.,,,,,,4,35
,Umugabo abwira umusasira nayo umusahura yageze mu nzu.,,,proverbs,L'homme a dit au voleur que le voleur était arrivé à la maison.,,,,,,8,54
,Umugabo amira intore ntamira ijambo.,,,proverbs,Un homme qui mange l’élite ne mange pas la parole.,,,,,,5,36
,Umugabo apfa rimwe ntapfa kabiri.,,,proverbs,Un homme meurt une fois et ne meurt jamais deux fois.,,,,,,5,33
,Umugabo aranyagirwa agacana umuheto.,,,proverbs,Un homme se moque et allume un arc.,,,,,,4,36
,Umugabo asimba akaziba ntasimba akaziri.,,,proverbs,Un homme qui se cache et oublie n'est pas caché.,,,,,,5,40
,Umugabo avyara nabi agasiga umugani.,,,proverbs,Un homme accouche mal et laisse un héritage.,,,,,,5,36
,Umugabo ntarinda aba yateterewe.,,,proverbs,Un homme sans surveillance est attaqué.,,,,,,4,32
,Umugambwe ni ishirahamwe ry’abantu badaharanira inyungu y’amafaranga.,,,general,Umgamgambe est une organisation à but non lucratif.,,,,,,7,69
,Umugambwe uwo ariwo wose uharanira kugarukana intwaro y’abami udakoresheje igikenye urashobora gukora.,,,general,Tout vétéran souhaitant récupérer l’arme royale sans recourir aux pauvres peut le faire.,,,,,,12,102
,Umugani ugana akariho.,,,proverbs,Un proverbe.,,,,,,3,22
,"Umugani uva ku muntu,ntuva ku giti.",,,proverbs,"Un proverbe vient d'un homme, pas d'un arbre.",,,,,,6,35
,"Umugani w'igikere,ngo hako ndushwa gutambikiza n'umugore ,nopfuma ntabuka.",,,proverbs,"Le proverbe de la poitrine, celui où j'ai été passé par une femme, je ne m'en souviens pas.",,,,,,8,74
,"Umugore wese, umugabo wese arafise uburenganzira bwo kubaho.",,,general,"Chaque femme, chaque homme a le droit de vivre.",,,,,,8,60
,"Umugore wese, umugabo wese arafise uburenganzira bwo kwishira no kwizana mu buzima bwiwe nko kudasinzikarizwa amagara ku mubiri.",,,general,"Chaque femme, chaque homme a le droit de se mettre en place et de se comporter dans sa vie de manière à ne pas subir de préjudice physique.",,,,,,18,128
,Umuhini mushasha utera amabavu.,,,proverbs,Une jeune femme qui brûle de l'encens.,,,,,,4,31
,Umukeba ntagukebera.,,,proverbs,La coupe n'est plus là.,,,,,,2,20
,Umukengesha w'impongo ayihigana irobe.,,,proverbs,Le cerf chasse le grain.,,,,,,4,38
,Umukobwa ni akarago k'abaraye.,,,proverbs,Une fille est une menace pour ceux qui vivent.,,,,,,4,30
,Umukobwa ni impinga y'abagenda.,,,proverbs,La fille est le summum des marcheurs.,,,,,,4,31
,Umukobwa w'isema asera uwishe se.,,,proverbs,La fille d'Isema maudit le meurtrier de son père.,,,,,,5,33
,"Umukuru w'Igihugu niwe kandi yakira, agasezera abaserukira ibindi bihugu mu Burundi.",,,general,Le Chef de l'Etat est celui qui reçoit et fait ses adieux aux représentants des autres pays au Burundi.,,,,,,11,84
,Umukuru w'igihugu afise uburenganzira bwo gutora nk’uko bitegekanijwe n’Ibwirizwa rigenga amatora.,,,general,Le chef de l'État a le droit de voter comme le stipule la loi électorale.,,,,,,11,98
,Umukuru wigihugu ntashobora gushinga amategekobwirizwa nk’uko birekuwe n’ingingo ya 195 y’iri Bwirizwa nshingiro.,,,general,Le chef de l'État ne peut pas légiférer comme le permet l'article 195 de cette constitution.,,,,,,13,113
,Umukuru w’igihugu ahemuka iyo aciye kubiri n’Ibwirizwa shingiro canke arahanwa n'Ubutungane.,,,general,Le chef de l'Etat commet une trahison lorsqu'il viole la constitution ou est puni par la justice.,,,,,,11,92
,Umukuru w’igihugu arafise ububasha bwo gushinga amategeko kandi akubahiriza ikurikizwa ry’amabwirizwa.,,,general,Le chef de l'État a le pouvoir de légiférer et de faire appliquer les lois.,,,,,,11,102
,Umukuru w’igihugu arafise ububasha bwo kugirira ikigongwe abaciriwe ibihano mu manza z’ivyaha.,,,general,Le chef de l'État a le pouvoir de gracier les personnes condamnées dans des affaires pénales.,,,,,,12,94
,Umukuru w’igihugu arashobora gukurwa mu mabanga yiwe iyo akoze ikosa rinyomoje.,,,general,Un chef d’État peut être démis de ses fonctions s’il commet une grave erreur.,,,,,,11,79
,Umukuru w’igihugu arashobora gushinga Itegeko-bwirizwa ryo kumera magabo nk’igihugu kiri mu ngwano kandi agafata n’ingingo.,,,general,Le chef de l'Etat peut créer un ordre juridique pour être des hommes comme un pays sous caution et prendre des dispositions.,,,,,,15,123
,Umukuru w’igihugu arashobora gutuma Ivyegera vyiwe ngo bimurangurire amabanga ajejwe kiretse ayadondaguwe mu gahimba ka kabiri k’iyi ngingo.,,,general,Le chef de l'Etat peut nommer ses représentants pour remplir ses fonctions sauf si cela est mentionné dans la deuxième partie de cet article.,,,,,,18,140
,Umukuru w’igihugu atorwa yemejwe n’amajwi arenga ica kabiri c’abatoye.,,,general,Le chef de l'Etat est élu avec l'approbation de plus de la moitié des électeurs.,,,,,,9,70
,Umukuru w’igihugu ni we agena abakozi bakuru bakuru mu nzego z’igihugu no muntwaramiheto.,,,general,Le chef de l'État est celui qui nomme les hauts responsables des secteurs national et du tir à l'arc.,,,,,,13,89
,Umukuru w’igihugu ni we agena akongera agahamagaza abaserukira Uburundi n’izindi ntumwa mu makungu.,,,general,Le chef de l'Etat est celui qui nomme et appelle les ambassadeurs du Burundi et les autres ambassadeurs dans le monde.,,,,,,13,99
,Umukuru w’igihugu ni we kizigenza mu ntwaramiheto no mu bajejwe umutekano.,,,general,Le chef de l’État est celui qui dirigera les forces de sécurité et de tir à l’arc.,,,,,,11,74
,Umukuru w’igihugu ni we mukuru wa Leta kandi ni we arongora Inama nshikiranganji.,,,general,Le chef de l'État est le chef de l'État et dirige le Conseil des ministres.,,,,,,13,81
,Umukuru w’igihugu niwe agena akongera akabogoza abagize urwego nshikiranganji abanje kugisha inama ivyegera vyiwe.,,,general,Le chef de l'Etat est celui qui nomme et dirige les membres du ministère après consultation de ses proches.,,,,,,14,114
,Umukuru w’igihugu niwe atanga ibidari vy’iteka n’ibindi bimenyetso biranga abatewe iteka n’igihugu.,,,general,Le chef de l’État est celui qui remet les médailles éternelles et autres symboles à ceux qui ont été immortalisés par le pays.,,,,,,12,99
,Umukuru w’igihugu niwe nkinzo y’intahe y’ukwikukira n’imbibe z’igihugu kandi niwe yubahiriza amasezerano n’imyumvikano Uburundi.,,,general,Le Chef de l'Etat est le gardien de la nation et du peuple du pays et c'est lui qui fait respecter les accords et accords avec le Burundi.,,,,,,14,128
,Umukuru w’igihugu ntashobora gukwegwa mu manza z’ivyaha kubera ivyo yakoze arangura amabanga yashinzwe kiretse iyo yahemukiye igihugu.,,,general,Le chef de l'Etat ne peut être poursuivi pour ses actes dans l'exercice de ses fonctions que s'il a trahi le pays.,,,,,,17,134
,Umukuru w’igihugu ntashobora kubangikanya ibanga ryiwe n’ayandi mabanga hamwe n’uwundi murimo w’igihugu canke umwuga uwo ariwo wose.,,,general,Le chef de l'Etat ne peut cumuler sa fonction avec d'autres fonctions et avec aucun autre emploi du pays ou aucune profession.,,,,,,17,132
,Umukuru w’igihugu ntashobora kuzibogoza urubanza rutaracibwa.,,,general,Le chef de l’État ne peut pas trancher une affaire avant qu’elle ne soit tranchée.,,,,,,6,61
,Umukwe w'isoni arazihambanwa.,,,proverbs,Le marié sans vergogne sera puni.,,,,,,3,29
,Umunsi umwe ibihimba vy’umubiri vyarahaririye bigomba kumenya ikiruta ibindi. Ururimi rutangura ruti: «Umukuru ni jewe ndabavugira.,,,general,"Un jour, les organes furent comptés pour connaître la chose. La langue commence : <<Je me parle.",,,,,,16,131
,"Umunsi umwe nyina yagiye kurima munsi y’urugo, Madebari arasimba afata ya mbugita.",,,general,"Un jour, sa mère est allée à la ferme sous la maison, Madebari a soudainement pris le mûrier.",,,,,,12,82
,"Umunsi umwe, ahaye bwakeye Kavamahanga, abona aratose ku birenge, impuzu na zo zajovye, eka umengo yaguye mu ruzi;",,,general,"Un jour, alors qu'il visitait Kavamahanga, il vit que ses pieds étaient mouillés, que ses vêtements étaient également trempés et que l'arbre tombait dans la rivière ;",,,,,,18,114
,"Umunsi umwe, bari mu cigwa c’ibiharuro, umwigisha aramubaza ati : «Ndayisaba, twaharuye utuburungu tungahe ?»",,,general,"Un jour, alors que j'étais chez ma maman, la maîtresse lui demanda : « Je demande, pour quoi c'est ?",,,,,,15,109
,"Umunsi umwe, haza agaca karondera icorirenza, ya nkokokazi iba yakabonye kera, ica ihamagara utwana twayo.",,,general,"Un jour, quand il est apparu, le repaire était vieux, il les a traités d'enfants.",,,,,,15,106
,"Umunsi umwe, imbeba yahwaniye n’imende ku muguruka,zirawusesa, zirayaga.",,,general,"Un jour, une souris s'est battue avec un papillon de nuit à la volée et ils l'ont détruit.",,,,,,8,72
,"Umunsi umwe, mwene mamawacu yaje atekeye ibiyoba",,,general,"Un jour, le frère de ma mère est venu cuisiner",,,,,,7,48
,Umuntu akuraba cane akagutera kwambara.,,,proverbs,Une personne qui vous aime vous porte.,,,,,,5,39
,Umuntu arasonza akibuka ubwo yahaye imbwa.,,,proverbs,Une personne qui a faim lorsqu'elle donne un chien.,,,,,,6,42
,Umuntu azikwandika inkuru mu buryo bunoboye aragira amahirwe menshi yokuronka akazi.,,,general,Une personne qui écrira une histoire d’une certaine manière a tellement de chance de vous trouver un emploi.,,,,,,11,84
,Umuntu wese afise uburenganzira bwo kuganza ivyiwe bimwegukira.,,,general,Chacun a le droit de contrôler ses propres intérêts.,,,,,,8,63
,Umuntu wese ategerezwa gusoner amatungo y'igihugu bimwe biboneka n’ukuyakingira.,,,general,Tout le monde doit protéger et protéger le bétail du pays.,,,,,,9,80
,"Umuntu wese ategerezwa gusonera no guha icubahiro abandi ata gucagura, no gukomeza imigenderanire iteza imbere.",,,general,"Chacun doit pardonner et respecter les autres sans les déchirer, et entretenir une relation positive.",,,,,,15,111
,"Umuntu wese ategerezwa guterera agacumu k’ubumwe mu kubungabunga amahoro, intwaro rusangi n’ubutungane kuri bose.",,,general,"Tout le monde doit lancer une lance d’unité pour maintenir la paix, un gouvernement commun et la justice pour tous.",,,,,,14,113
,Umuntu wese ategerezwa kwubaha abo basangiye igihugu akabereka ko abasonera ata gukumira.,,,general,Chacun doit respecter ses compatriotes et lui montrer qu'il n'est pas exempté.,,,,,,12,89
,Umuntu wese ategerezwa kwubaha amabwirizwa n’inzego za Republika.,,,general,Chacun doit respecter les lois et les institutions de la République.,,,,,,8,65
,"Umuntu wese yononye itunga ry’igihugu, mu kumenagura canke mu gusambura, mu kurya ibiturire, mu kunyuruza arahanwa hakurikijwe Ibwirizwa.",,,general,"Quiconque détériore les biens du pays, en détruisant ou en pillant, en dévorant les maisons, en s'introduisant sans autorisation, est puni selon la loi.",,,,,,18,137
,"Umuntu wese, mu rubanza rwa Sentare canke rwo mu ntwaro, arafise uburenganzira bwo kwumvirizwa bikwiye.",,,general,"Toute personne, lors d'un procès judiciaire ou militaire, a droit à un procès équitable.",,,,,,15,103
,Umuntu yagirijwe icaha afatwa nkuko ataco yakoze gushika acirwe urubanza ruvyemeza hakurikijwe amategeko.,,,general,Une personne accusée d'un crime est traitée comme si elle n'avait pas commis de crime jusqu'à ce qu'elle soit jugée conformément à la loi.,,,,,,13,105
,"Umunyagihugu wese akwiye kuronka ibimufasha mu mateka yerekeye ubutunzi, imibano, imico bikenewe kugira ngo yiteze imbere.",,,general,"Chaque citoyen devrait avoir accès aux ressources historiques, aux relations et à la culture nécessaires à son développement.",,,,,,16,122
